"enfoque","formato","variante","texto_principal","titular","descripcion","imagen","url_final"
"E2","feed","3","Para abogados que quieren ordenar las consultas: responsable, estado y próxima acción. Empecemos por hacer visible qué necesita cada oportunidad. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Seguimiento para despachos","images/redvitalia_E2_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_feed"
"E2","feed","4","Abogados: una campaña puede abrir la conversación. El seguimiento ayuda a que el despacho sepa cuáles continúan, cuáles no encajan y por qué. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Alcance por propuesta","images/redvitalia_E2_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_feed"
"E2","feed","5","Abogados, ¿tenéis claro qué consultas están pendientes de respuesta? Hablemos de captación y seguimiento como partes del mismo proceso. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: un siguiente paso","Revisemos el proceso","images/redvitalia_E2_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_feed"
"E2","square","1","Abogados: una consulta recibida necesita respuesta, criterio y una próxima acción. La captación cobra sentido cuando el despacho puede seguir ese recorrido. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: consulta y seguimiento","Desde 400 €/mes + IVA","images/redvitalia_E2_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_square"
"E2","square","2","Abogados, entre «me interesa» y una reunión hay trabajo por hacer. Revisemos quién responde, cómo se confirma el encaje y qué ocurre después. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: cada consulta cuenta","Publicidad aparte","images/redvitalia_E2_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_square"
"E2","square","3","Para abogados que quieren ordenar las consultas: responsable, estado y próxima acción. Empecemos por hacer visible qué necesita cada oportunidad. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Seguimiento para despachos","images/redvitalia_E2_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_square"
"E2","square","4","Abogados: una campaña puede abrir la conversación. El seguimiento ayuda a que el despacho sepa cuáles continúan, cuáles no encajan y por qué. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Alcance por propuesta","images/redvitalia_E2_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_square"
"E2","square","5","Abogados, ¿tenéis claro qué consultas están pendientes de respuesta? Hablemos de captación y seguimiento como partes del mismo proceso. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: un siguiente paso","Revisemos el proceso","images/redvitalia_E2_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_square"
"E2","story","1","Abogados: una consulta recibida necesita respuesta, criterio y una próxima acción. La captación cobra sentido cuando el despacho puede seguir ese recorrido. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: consulta y seguimiento","Desde 400 €/mes + IVA","images/redvitalia_E2_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_story"
"E2","story","2","Abogados, entre «me interesa» y una reunión hay trabajo por hacer. Revisemos quién responde, cómo se confirma el encaje y qué ocurre después. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: cada consulta cuenta","Publicidad aparte","images/redvitalia_E2_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_story"
"E2","story","3","Para abogados que quieren ordenar las consultas: responsable, estado y próxima acción. Empecemos por hacer visible qué necesita cada oportunidad. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Seguimiento para despachos","images/redvitalia_E2_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_story"
"E2","story","4","Abogados: una campaña puede abrir la conversación. El seguimiento ayuda a que el despacho sepa cuáles continúan, cuáles no encajan y por qué. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Alcance por propuesta","images/redvitalia_E2_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_story"
"E2","story","5","Abogados, ¿tenéis claro qué consultas están pendientes de respuesta? Hablemos de captación y seguimiento como partes del mismo proceso. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: un siguiente paso","Revisemos el proceso","images/redvitalia_E2_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e2_meta_story"
"E3","feed","1","Abogados: herencias, familia e insolvencia no empiezan con la misma pregunta. La captación debe explicar el servicio que vuestro despacho quiere impulsar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: vuestra especialidad","Desde 400 €/mes + IVA","images/redvitalia_E3_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_feed"
"E3","feed","2","Abogados, ¿qué especialidad queréis dar a conocer? Empecemos por esa respuesta y construyamos una conversación que tenga sentido para vuestro despacho. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: más visibilidad","Publicidad aparte","images/redvitalia_E3_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_feed"
"E3","feed","3","Para abogados con una práctica definida: comunicar bien qué hacéis, en qué zona y cuál es el siguiente paso puede hacer más útil vuestra presencia digital. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Una especialidad y una zona","images/redvitalia_E3_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_feed"
"E3","feed","4","Abogados: una propuesta genérica deja demasiadas preguntas abiertas. Hablemos de una especialidad, una zona y una captación que explique vuestro servicio. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Propuesta para tu despacho","images/redvitalia_E3_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_feed"
"E3","feed","5","Abogados, la experiencia del despacho es el punto de partida. RedVitalia ayuda a convertir esa especialidad en una propuesta comercial clara. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: un mensaje propio","Revisemos la captación","images/redvitalia_E3_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_feed"
"E3","square","1","Abogados: herencias, familia e insolvencia no empiezan con la misma pregunta. La captación debe explicar el servicio que vuestro despacho quiere impulsar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: vuestra especialidad","Desde 400 €/mes + IVA","images/redvitalia_E3_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_square"
"E3","square","2","Abogados, ¿qué especialidad queréis dar a conocer? Empecemos por esa respuesta y construyamos una conversación que tenga sentido para vuestro despacho. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: más visibilidad","Publicidad aparte","images/redvitalia_E3_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_square"
"E3","square","3","Para abogados con una práctica definida: comunicar bien qué hacéis, en qué zona y cuál es el siguiente paso puede hacer más útil vuestra presencia digital. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Una especialidad y una zona","images/redvitalia_E3_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_square"
"E3","square","4","Abogados: una propuesta genérica deja demasiadas preguntas abiertas. Hablemos de una especialidad, una zona y una captación que explique vuestro servicio. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Propuesta para tu despacho","images/redvitalia_E3_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_square"
"E3","square","5","Abogados, la experiencia del despacho es el punto de partida. RedVitalia ayuda a convertir esa especialidad en una propuesta comercial clara. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: un mensaje propio","Revisemos la captación","images/redvitalia_E3_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_square"
"E3","story","1","Abogados: herencias, familia e insolvencia no empiezan con la misma pregunta. La captación debe explicar el servicio que vuestro despacho quiere impulsar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: vuestra especialidad","Desde 400 €/mes + IVA","images/redvitalia_E3_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_story"
"E3","story","2","Abogados, ¿qué especialidad queréis dar a conocer? Empecemos por esa respuesta y construyamos una conversación que tenga sentido para vuestro despacho. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: más visibilidad","Publicidad aparte","images/redvitalia_E3_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_story"
"E3","story","3","Para abogados con una práctica definida: comunicar bien qué hacéis, en qué zona y cuál es el siguiente paso puede hacer más útil vuestra presencia digital. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Una especialidad y una zona","images/redvitalia_E3_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_story"
"E3","story","4","Abogados: una propuesta genérica deja demasiadas preguntas abiertas. Hablemos de una especialidad, una zona y una captación que explique vuestro servicio. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Propuesta para tu despacho","images/redvitalia_E3_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_story"
"E3","story","5","Abogados, la experiencia del despacho es el punto de partida. RedVitalia ayuda a convertir esa especialidad en una propuesta comercial clara. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: un mensaje propio","Revisemos la captación","images/redvitalia_E3_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e3_meta_story"
"E4","feed","1","Abogados: recibir consultas y celebrar citas son pasos diferentes. Revisemos qué sucede entre ambos y qué necesita vuestro despacho para atender mejor el interés. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: consultas y citas","Desde 400 €/mes + IVA","images/redvitalia_E4_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_feed"
"E4","feed","2","Abogados, un formulario no cuenta toda la historia. Importa saber si la consulta encaja, si se responde y si llega a una conversación útil. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: revisemos el recorrido","Publicidad aparte","images/redvitalia_E4_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_feed"
"E4","feed","3","Para abogados que buscan una captación más ordenada: especialidad, filtro inicial y siguiente paso. Hablemos del recorrido de vuestras consultas. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Encaje antes que volumen","images/redvitalia_E4_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_feed"
"E4","feed","4","Abogados: antes de pedir más contactos, merece la pena revisar cómo se convierten las consultas en reuniones. Empecemos por vuestro proceso actual. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Una revisión del proceso","images/redvitalia_E4_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_feed"
"E4","feed","5","Abogados, ¿dónde se frena la próxima conversación? En RedVitalia revisamos captación, atención y seguimiento para concretar qué mejorar primero. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: hablemos del proceso","Siguiente paso claro","images/redvitalia_E4_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_feed"
"E4","square","1","Abogados: recibir consultas y celebrar citas son pasos diferentes. Revisemos qué sucede entre ambos y qué necesita vuestro despacho para atender mejor el interés. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: consultas y citas","Desde 400 €/mes + IVA","images/redvitalia_E4_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_square"
"E4","square","2","Abogados, un formulario no cuenta toda la historia. Importa saber si la consulta encaja, si se responde y si llega a una conversación útil. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: revisemos el recorrido","Publicidad aparte","images/redvitalia_E4_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_square"
"E4","square","3","Para abogados que buscan una captación más ordenada: especialidad, filtro inicial y siguiente paso. Hablemos del recorrido de vuestras consultas. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Encaje antes que volumen","images/redvitalia_E4_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_square"
